ticket_id,customer_id,order_id,ticket_channel,ticket_type,priority,status,created_at,resolved_at,subject,description,assigned_team,resolution_summary
T000158,C00260,O001267,email,delivery_issue,urgent,open,2026-01-17 16:18:47,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,customer_care,
T000159,C00337,,phone,product_question,low,open,2025-03-21 07:53:21,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",billing,
T000160,C00299,,phone,product_question,high,open,2025-08-06 07:21:47,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,
T000161,C00440,O001125,email,return_request,urgent,open,2026-01-13 17:58:06,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,
T000162,C00433,,email,product_question,high,open,2025-03-02 11:52:48,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000163,C00196,,phone,product_question,medium,pending_customer,2025-02-23 06:29:15,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",technical_support,
T000164,C00334,,email,technical_issue,urgent,open,2025-06-01 18:05:28,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000165,C00142,O000007,chat,return_request,low,open,2025-10-27 04:02:54,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T000166,C00366,O001381,email,billing,low,resolved,2025-07-23 06:44:28,2025-07-25 07:44:28,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,returns,Issued refund after return inspection.
T000167,C00091,O000774,chat,delivery_issue,medium,open,2025-01-23 03:46:04,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000168,C00114,,phone,delivery_issue,low,open,2026-01-21 10:41:30,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000169,C00456,O001199,email,return_request,high,open,2025-10-27 16:33:26,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",technical_support,
T000170,C00432,O000857,phone,delivery_issue,high,open,2025-09-12 06:38:28,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,returns,
T000171,C00441,O001154,web_form,delivery_issue,medium,new,2025-09-25 04:12:21,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,billing,
T000172,C00347,O001259,web_form,return_request,high,open,2025-06-01 06:11:37,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",logistics,
T000173,C00422,O000053,web_form,billing,medium,new,2025-10-23 00:49:07,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,
T000174,C00133,O000497,email,warranty,urgent,closed,2025-09-02 02:09:03,2025-09-02 17:09:03,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Provided policy details and next steps.
T000175,C00360,O000752,web_form,return_request,high,new,2025-03-11 03:25:17,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",customer_care,
T000176,C00185,,chat,technical_issue,urgent,closed,2025-05-02 11:19:47,2025-05-06 08:19:47,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,Provided policy details and next steps.
T000177,C00338,O000388,phone,billing,medium,open,2026-03-23 18:02:33,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000178,C00276,O000654,phone,return_request,high,pending_customer,2025-05-26 17:36:55,,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,
T000179,C00033,O000571,web_form,product_question,high,open,2025-09-11 05:48:08,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000180,C00235,O000751,phone,product_question,low,open,2025-12-12 19:07:51,,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",logistics,
T000181,C00455,O000683,web_form,product_question,medium,resolved,2026-02-03 12:38:48,2026-02-07 06:38:48,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Shared shipment update and opened carrier claim.
T000182,C00178,O000120,chat,billing,low,pending_customer,2025-11-25 21:09:48,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,
T000183,C00126,O001434,web_form,refund,high,open,2025-02-25 10:44:22,,Refund request for recent order,Customer requests update on refund amount and processing time.,logistics,
T000184,C00038,O001048,chat,technical_issue,high,resolved,2025-07-23 06:49:44,2025-07-24 08:49:44,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,billing,Validated warranty and requested diagnostic evidence.
T000185,C00260,O001288,chat,return_request,urgent,resolved,2025-08-13 02:44:54,2025-08-16 06:44:54,Need help initiating a return,"Customer wants to know eligibility, label generation, and return steps.",returns,Shared shipment update and opened carrier claim.
T000186,C00191,,chat,product_question,low,resolved,2025-10-09 04:29:19,2025-10-10 03:29:19,Question about product compatibility,"Customer needs clarification on specifications, accessories, or compatibility.",returns,Shared shipment update and opened carrier claim.
T000187,C00494,O000130,web_form,warranty,medium,resolved,2025-09-21 19:01:55,2025-09-22 21:01:55,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,Issued refund after return inspection.
T000188,C00222,,chat,billing,high,closed,2025-01-17 12:09:57,2025-01-21 20:09:57,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,technical_support,Provided policy details and next steps.
T000189,C00213,,email,warranty,low,pending_customer,2025-09-07 05:49:40,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000190,C00092,,chat,refund,medium,resolved,2025-01-16 17:42:31,2025-01-17 17:42:31,Refund request for recent order,Customer requests update on refund amount and processing time.,returns,Validated warranty and requested diagnostic evidence.
T000191,C00441,,chat,warranty,medium,open,2025-03-16 23:32:14,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T000192,C00135,,chat,delivery_issue,urgent,resolved,2025-07-21 10:53:08,2025-07-22 02:53:08,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,logistics,Shared shipment update and opened carrier claim.
T000193,C00152,O000416,web_form,billing,low,resolved,2025-04-10 02:54:05,2025-04-10 20:54:05,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Provided policy details and next steps.
T000194,C00251,O000903,web_form,warranty,low,open,2025-11-02 01:40:33,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,customer_care,
T000195,C00390,O000427,chat,technical_issue,urgent,open,2025-10-02 03:30:41,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000196,C00362,O000390,phone,warranty,high,open,2025-05-16 20:14:44,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,billing,
T000197,C00099,O001153,chat,billing,low,resolved,2025-02-01 13:15:56,2025-02-02 19:15:56,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,customer_care,Validated warranty and requested diagnostic evidence.
T000198,C00127,O001441,email,billing,high,new,2025-12-20 09:40:08,,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,
T000199,C00496,,web_form,warranty,urgent,open,2025-12-19 16:29:10,,Warranty coverage question,Customer asks whether product issue is covered under warranty terms.,logistics,
T000200,C00450,O000880,phone,technical_issue,low,open,2025-05-22 11:32:37,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,
T000201,C00222,O000161,phone,delivery_issue,low,new,2026-02-19 19:51:57,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
T000202,C00201,O001243,chat,technical_issue,low,resolved,2026-01-20 19:44:02,2026-01-23 23:44:02,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,returns,Provided policy details and next steps.
T000203,C00467,O000559,web_form,technical_issue,low,resolved,2026-03-13 11:41:10,2026-03-17 23:41:10,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,logistics,Shared shipment update and opened carrier claim.
T000204,C00019,O000187,phone,technical_issue,high,new,2025-01-07 19:39:34,,Device not working as expected,Customer reports malfunction after setup and requests troubleshooting guidance.,customer_care,
T000205,C00390,O000446,web_form,billing,medium,resolved,2025-09-11 21:18:01,2025-09-14 19:18:01,Invoice or payment mismatch,Customer reports billing discrepancy or missing invoice details.,billing,Shared shipment update and opened carrier claim.
T000206,C00018,O001215,web_form,delivery_issue,urgent,open,2026-01-03 18:56:03,,Package delayed or not delivered,Customer indicates tracking has not moved or estimated delivery is unclear.,technical_support,
